Name,Age,Gender,Location,Education Level,Occupation,Hobbies,Religious Beliefs,Preferred Age Range,Preferred Gender,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness to Experience,Smoking Habits,Drinking Habits,Dietary Preferences,Fitness Level,Date of Birth,Zodiac Sign,Past Relationship Experience,Number of Relationships,Important Qualities,Deal Breakers,Relationship Goals,Salary
Hayden,21,M,New Danielside,Bachelors,Data processing manager,hand;agree;view,Other,30-41,M,5,2,1,5,2,No,Yes,Vegetarian,10,22/01/2002,Aquarius,No,0,Honesty;Intelligence,Disloyalty,Long-term,156141
Debra,44,M,Murphyberg,Bachelors,Printmaker,security,Jewish,24-50,M,5,3,9,7,7,No,No,Vegan,4,11/07/1972,Cancer,Yes,0,Intelligence,Disloyalty;Smoking,Marriage,52677
Carla,56,M,Port Jennifer,High School,"Engineer, manufacturing",particularly;increase,Hindu,20-40,F,4,1,1,3,2,No,No,Other,10,08/07/1978,Cancer,Yes,5,Intelligence;Humor,Smoking;Smoking,Long-term,85609
Justin,25,M,New Christina,High School,Multimedia specialist,memory;threat,Buddhist,28-31,F,9,9,8,2,10,No,Yes,Vegan,3,15/01/1971,Capricorn,No,0,Support,Disloyalty,Long-term,61024
Mark,19,F,Jacobtown,Bachelors,Product designer,thing;south;girl,Jewish,28-35,F,1,3,8,10,6,Yes,Yes,Other,4,31/08/1966,Virgo,No,0,Kindness,Smoking;Disloyalty,Marriage,100313
Karen,27,M,Martinshire,Bachelors,Estate manager/land agent,must;require,Hindu,26-46,M,1,7,2,5,6,No,Yes,Vegan,1,17/09/1990,Virgo,Yes,5,Intelligence;Humor,Smoking,Marriage,157813
Kelly,24,F,Murrayland,Bachelors,Biomedical engineer,heavy;arrive,Other,21-50,F,2,2,2,3,5,No,No,Vegan,3,10/05/1980,Taurus,No,0,Support;Intelligence;Compatibility,Negativity,Casual,125285
Tina,26,M,Evansland,High School,Politician's assistant,growth;option,Hindu,25-46,F,7,1,9,4,10,No,Yes,Vegan,1,08/02/1977,Aquarius,No,0,Honesty;Honesty,Negativity,Long-term,176410
Mark,40,M,Millsland,Bachelors,Garment/textile technologist,feeling;administration,Buddhist,27-37,F,5,2,8,5,3,No,Yes,Other,8,24/03/1999,Aries,No,0,Compatibility;Intelligence,Disloyalty;Smoking,Long-term,143632
Randy,60,M,Jamesborough,High School,Web designer,thought;suffer;practice,Other,29-32,F,10,9,10,4,2,No,No,Non-Vegetarian,5,04/05/1984,Taurus,No,0,Honesty;Compatibility;Support,Smoking;Smoking,Long-term,180580
Ralph,49,M,West Mathew,High School,Actuary,eight;last,Atheist,28-39,M,2,4,3,9,2,No,Yes,Other,4,19/08/1981,Leo,Yes,1,Honesty,Disloyalty,Long-term,33051
Sean,39,F,Johnsonshire,Masters,"Administrator, charities/voluntary organisations",letter,Atheist,28-36,F,7,1,3,10,8,No,Yes,Non-Vegetarian,8,07/04/1997,Aries,Yes,3,Support;Kindness;Support,Negativity,Long-term,144692
Ricky,36,M,Rogershaven,PhD,Theatre manager,head,Muslim,25-41,M,7,6,7,8,5,No,Yes,Vegan,3,30/09/1978,Libra,Yes,1,Humor;Compatibility;Kindness,Negativity;Negativity,Long-term,117235
Andrew,30,F,Brownfurt,High School,"Education officer, environmental",maybe;either;clear,Hindu,21-31,F,7,3,10,8,5,No,No,Non-Vegetarian,8,17/07/1991,Cancer,No,0,Compatibility;Support;Support,Negativity;Smoking,Casual,193165
Charles,54,F,New Tiffany,Masters,Environmental education officer,sing,Other,26-40,F,1,6,9,8,8,Yes,No,Other,3,07/02/1972,Aquarius,Yes,1,Kindness;Intelligence,Smoking,Long-term,103523
Tricia,43,M,Lake Jefferyberg,Masters,"Psychologist, forensic",military;man,Hindu,28-50,M,8,10,8,4,6,Yes,No,Other,1,14/07/1960,Cancer,No,0,Humor;Honesty,Smoking;Smoking,Marriage,124476
Joshua,55,F,New Angelmouth,Masters,Art gallery manager,interesting,Muslim,20-46,M,7,5,5,9,10,Yes,No,Other,7,08/05/2000,Taurus,No,0,Compatibility,Negativity,Casual,47019
Jonathan,54,M,West Travis,High School,Psychiatrist,think;catch,Buddhist,23-40,M,5,4,3,5,4,Yes,Yes,Other,9,02/08/1965,Leo,Yes,5,Humor;Humor;Honesty,Disloyalty,Marriage,113613
Jordan,20,F,Bushshire,Bachelors,Systems analyst,into;despite,Muslim,20-45,F,9,1,5,5,10,Yes,No,Non-Vegetarian,2,22/12/1998,Capricorn,No,0,Compatibility;Honesty;Humor,Smoking;Negativity,Marriage,116672
Thomas,52,M,Michaelhaven,PhD,Colour technologist,keep,Other,22-36,F,2,4,8,9,5,No,No,Other,5,28/09/1966,Libra,No,0,Humor;Kindness;Humor,Negativity,Marriage,103847
Mark,29,F,North Angela,High School,"Editor, magazine features",against,Muslim,28-32,F,8,9,3,8,7,Yes,Yes,Non-Vegetarian,4,04/04/2000,Aries,No,0,Kindness;Humor;Honesty,Smoking;Negativity,Long-term,112750
Gary,18,F,Michaelborough,PhD,Insurance account manager,boy,Hindu,28-47,F,5,1,3,9,1,No,No,Other,9,13/03/1966,Pisces,No,0,Honesty;Compatibility,Smoking;Smoking,Casual,58251
Brian,30,M,Port Michael,Bachelors,"Teacher, primary school",society;son,Muslim,30-33,M,7,10,8,1,6,Yes,No,Other,6,13/04/1978,Aries,Yes,2,Intelligence;Compatibility,Smoking;Negativity,Casual,133481
Karen,50,M,South Juliaside,Bachelors,Nutritional therapist,air;house,Christian,27-35,F,10,4,2,7,7,Yes,Yes,Vegan,4,17/03/1971,Pisces,No,0,Compatibility;Honesty,Negativity;Smoking,Marriage,142566
Kelly,47,M,South Jennifer,High School,Product/process development scientist,company;son,Muslim,27-46,F,9,3,9,5,9,No,No,Vegetarian,6,24/05/1980,Gemini,Yes,5,Compatibility;Compatibility,Smoking,Long-term,55945
Kelly,47,F,Christopherside,High School,Horticultural consultant,fish;if,Jewish,24-32,M,7,6,10,9,1,Yes,Yes,Vegetarian,5,05/10/1977,Libra,Yes,2,Intelligence;Humor,Negativity,Long-term,120852
Pamela,36,M,Port Lisaland,Bachelors,"Surveyor, commercial/residential",finally;moment;order,Other,25-43,F,9,2,9,6,3,Yes,No,Non-Vegetarian,5,30/04/1987,Taurus,Yes,3,Compatibility;Kindness,Disloyalty;Negativity,Marriage,62217
Stephanie,39,F,Kimberlyport,PhD,Leisure centre manager,billion;ago;third,Atheist,29-43,F,2,2,1,8,4,No,No,Vegan,9,04/08/1984,Leo,No,0,Kindness,Smoking,Casual,38308
Carl,42,F,Port Tammy,PhD,Media planner,car,Buddhist,22-36,M,9,4,2,9,1,No,No,Other,8,22/09/1998,Virgo,No,0,Compatibility;Humor;Support,Disloyalty;Smoking,Long-term,35949
Maria,32,F,Jamesburgh,Bachelors,Building control surveyor,buy;adult;pull,Atheist,29-39,M,7,2,4,6,8,Yes,No,Vegan,9,15/07/1987,Cancer,No,0,Humor;Support,Negativity,Casual,162222
Robin,51,M,Parkerville,PhD,Plant breeder/geneticist,game;sit,Hindu,27-46,M,9,3,7,3,3,No,Yes,Vegetarian,2,01/04/1969,Aries,Yes,5,Honesty,Disloyalty;Disloyalty,Long-term,130235
Brian,60,F,Billbury,High School,"Lighting technician, broadcasting/film/video",left,Christian,22-32,F,9,1,1,6,7,Yes,No,Vegan,10,07/01/1969,Capricorn,Yes,0,Kindness,Disloyalty;Negativity,Casual,104740
Sharon,20,M,Lake Jessica,Bachelors,Professor Emeritus,open,Christian,26-49,M,8,10,6,3,1,No,No,Other,10,04/02/1995,Aquarius,Yes,5,Compatibility,Disloyalty;Negativity,Long-term,146352
William,35,F,Williamstad,Bachelors,"Runner, broadcasting/film/video",account;exist;share,Jewish,29-46,M,7,10,9,6,7,Yes,No,Vegan,7,25/07/1961,Leo,No,0,Compatibility;Humor;Honesty,Disloyalty,Casual,96617
Suzanne,20,F,Brianport,Bachelors,"Engineer, civil (consulting)",media;suffer;ready,Jewish,23-40,M,3,4,9,10,1,No,Yes,Vegetarian,2,21/05/1985,Gemini,Yes,5,Honesty;Compatibility,Smoking,Long-term,46896
Timothy,59,M,Port Rebeccatown,PhD,Animal nutritionist,few;establish,Hindu,20-31,M,8,5,2,4,10,Yes,No,Vegetarian,10,21/02/1975,Pisces,Yes,3,Support,Disloyalty;Smoking,Casual,160798
Allen,19,F,Davidburgh,High School,Historic buildings inspector/conservation officer,memory;business;part,Muslim,27-46,M,3,8,6,2,6,Yes,Yes,Vegan,3,04/06/1965,Gemini,Yes,0,Compatibility;Intelligence,Disloyalty;Disloyalty,Casual,168877
Michelle,47,F,Lake Alexisfurt,PhD,"Designer, jewellery",performance,Atheist,26-32,M,4,5,10,9,10,Yes,No,Non-Vegetarian,6,06/07/1972,Cancer,No,0,Support;Support;Kindness,Smoking;Smoking,Long-term,35237
Rebecca,60,F,South Diana,Bachelors,Counsellor,heart,Buddhist,24-39,F,5,4,5,5,6,No,Yes,Vegetarian,7,25/05/1969,Gemini,No,0,Compatibility,Smoking;Smoking,Long-term,50056
Robin,56,F,Davisshire,Masters,"Engineer, civil (consulting)",data;style,Christian,27-44,F,8,5,5,2,8,No,No,Vegan,7,23/05/1999,Gemini,No,0,Humor,Disloyalty,Casual,144548
Amanda,57,F,South Cynthia,Bachelors,Cytogeneticist,second;land;meet,Jewish,24-43,M,10,2,6,3,6,Yes,No,Other,1,07/12/1970,Sagittarius,Yes,2,Humor;Compatibility;Support,Smoking;Negativity,Casual,141488
Karla,56,M,South Heathershire,PhD,Arts development officer,happen;few;stand,Hindu,25-50,F,10,3,1,9,4,No,Yes,Vegetarian,4,09/05/1991,Taurus,Yes,1,Honesty;Support,Negativity,Marriage,164415
Steven,54,F,Lindafort,Masters,Communications engineer,involve;about,Muslim,21-43,M,10,3,6,4,3,Yes,Yes,Other,4,13/03/1994,Pisces,Yes,0,Humor;Honesty,Disloyalty,Marriage,174572
Curtis,22,F,Cameronland,High School,Ranger/warden,friend;keep,Other,26-47,M,5,10,10,4,1,Yes,Yes,Non-Vegetarian,2,17/11/2001,Scorpio,Yes,5,Kindness;Compatibility,Negativity,Marriage,59375
Lori,50,F,Sharonshire,High School,"Chemist, analytical",often;audience;possible,Other,24-48,F,7,4,4,9,7,No,Yes,Vegetarian,5,15/08/1962,Leo,No,0,Humor;Kindness,Disloyalty,Marriage,170734
Andrew,57,M,New Gordonton,Bachelors,"Editor, commissioning",cultural,Hindu,30-43,M,6,9,5,1,9,Yes,No,Vegan,8,23/04/1989,Taurus,Yes,0,Compatibility,Disloyalty;Disloyalty,Marriage,46964
Gregory,59,F,Lake Garymouth,PhD,Environmental education officer,heart,Muslim,26-32,M,1,2,1,6,9,Yes,No,Vegan,6,17/04/1971,Aries,Yes,1,Support;Compatibility,Negativity,Marriage,143429
Amy,57,M,Patriciachester,Masters,Geoscientist,moment;resource;across,Atheist,23-41,M,10,8,1,10,2,No,No,Vegetarian,7,03/09/1962,Virgo,Yes,5,Compatibility,Smoking,Marriage,97215
John,20,M,Alexanderhaven,High School,Claims inspector/assessor,part;tonight;low,Other,23-32,M,8,8,6,8,6,Yes,Yes,Other,4,25/03/1984,Aries,Yes,1,Humor;Humor,Smoking,Marriage,99042
Jessica,31,F,New Joshuamouth,High School,Insurance claims handler,ground,Buddhist,28-39,F,4,3,7,9,2,No,Yes,Non-Vegetarian,5,15/05/1968,Taurus,No,0,Humor;Intelligence,Smoking,Long-term,174356
Patricia,34,F,New Carrieville,Bachelors,Chief Strategy Officer,everything,Other,26-31,M,9,2,2,3,3,No,No,Non-Vegetarian,7,29/04/1973,Taurus,Yes,5,Humor;Compatibility;Humor,Disloyalty;Smoking,Casual,123468
Alexander,58,F,Pittschester,PhD,"Engineer, production",must;thus,Hindu,29-50,F,3,4,4,3,7,No,No,Non-Vegetarian,2,20/06/1960,Gemini,Yes,2,Kindness;Kindness,Disloyalty,Long-term,39435
Tommy,57,F,Andersonfurt,High School,"Engineer, land",morning,Atheist,28-43,F,4,7,9,3,10,No,No,Non-Vegetarian,7,20/03/1960,Pisces,Yes,4,Compatibility;Honesty,Negativity,Casual,108832
Elizabeth,43,F,Garytown,PhD,Insurance claims handler,foreign,Buddhist,28-39,F,1,9,1,5,8,Yes,Yes,Vegetarian,6,22/02/2000,Pisces,Yes,2,Honesty;Support,Smoking;Negativity,Long-term,81293
Katherine,35,F,East Dustinport,High School,Stage manager,present,Muslim,25-43,F,3,1,2,10,6,Yes,No,Vegan,8,30/08/1979,Virgo,No,0,Support;Honesty;Humor,Disloyalty,Casual,108781
Timothy,37,M,Brownborough,Masters,Translator,PM,Jewish,23-43,F,9,9,1,1,1,Yes,No,Vegetarian,4,27/06/1962,Cancer,No,0,Intelligence;Humor;Intelligence,Disloyalty,Long-term,190196
Jeremy,53,M,Lake Tinastad,High School,Forensic psychologist,institution,Jewish,21-46,M,6,10,2,7,6,Yes,No,Vegetarian,9,16/09/1960,Virgo,Yes,5,Honesty;Humor;Compatibility,Disloyalty;Negativity,Marriage,73919
Daniel,33,M,Angelicatown,Masters,"Sales professional, IT",animal,Other,24-33,M,5,4,3,4,7,No,No,Vegetarian,9,11/06/1985,Gemini,Yes,5,Compatibility;Support;Kindness,Disloyalty;Negativity,Casual,196319
Glen,28,F,East Mark,PhD,Health physicist,ground;cold,Jewish,27-44,F,2,4,1,10,3,No,No,Vegetarian,5,15/07/1984,Cancer,Yes,4,Kindness;Honesty;Intelligence,Negativity,Long-term,151172
Phillip,52,M,Christyhaven,Masters,Immunologist,land,Hindu,21-49,M,1,6,7,2,10,No,No,Vegetarian,8,30/11/1985,Sagittarius,No,0,Kindness;Compatibility,Negativity;Disloyalty,Long-term,124758
James,53,F,New Robert,Bachelors,Academic librarian,maybe;force;share,Christian,23-39,M,10,7,9,9,10,Yes,No,Non-Vegetarian,10,06/12/1988,Sagittarius,Yes,4,Kindness,Smoking;Negativity,Long-term,86573
Tony,41,F,New Charles,Masters,Company secretary,free;cold;stage,Other,26-48,F,9,8,10,10,6,No,Yes,Other,8,17/12/1988,Sagittarius,No,0,Intelligence;Intelligence;Support,Negativity;Negativity,Casual,89101
Melissa,26,M,Timothybury,Masters,Public house manager,trial;citizen,Other,27-34,F,10,6,2,4,2,Yes,No,Vegan,8,06/09/1991,Virgo,No,0,Honesty;Intelligence,Disloyalty;Smoking,Casual,56646
Phillip,26,F,Ashleyton,PhD,"Lighting technician, broadcasting/film/video",those;take,Atheist,30-42,F,3,10,4,8,1,Yes,Yes,Other,8,08/12/1964,Sagittarius,No,0,Honesty;Intelligence,Smoking,Marriage,134185
Stacy,51,F,South Kayla,Bachelors,Television production assistant,reflect;left;lawyer,Other,23-32,M,5,3,7,6,1,No,Yes,Vegan,7,13/05/2004,Taurus,No,0,Kindness,Smoking;Negativity,Marriage,53049
Deborah,54,M,Ochoaville,High School,"Therapist, nutritional",use;song;social,Muslim,21-36,M,9,8,1,1,10,No,No,Other,9,05/09/1991,Virgo,No,0,Compatibility;Intelligence;Humor,Smoking;Smoking,Marriage,128116
Shane,38,F,Jenniferville,Bachelors,"Administrator, education",project;beat;produce,Christian,24-35,F,7,3,9,3,5,Yes,Yes,Vegan,4,12/11/2001,Scorpio,No,0,Intelligence,Disloyalty,Casual,127379
Amanda,22,M,North Cheyenne,PhD,Visual merchandiser,necessary;camera,Christian,26-32,M,10,5,2,3,3,No,No,Vegan,1,28/01/1968,Aquarius,Yes,2,Compatibility;Kindness;Humor,Disloyalty;Negativity,Marriage,98385
Lawrence,20,F,Thompsonchester,Bachelors,Chiropractor,age;writer,Atheist,21-36,F,9,6,7,7,2,No,Yes,Other,8,04/06/1997,Gemini,No,0,Compatibility;Compatibility;Intelligence,Negativity;Smoking,Casual,156131
Rita,22,M,Freemanburgh,High School,Ranger/warden,nearly;buy;water,Buddhist,21-32,F,1,3,7,2,9,Yes,No,Other,6,23/04/1978,Taurus,Yes,3,Humor;Kindness;Kindness,Smoking;Smoking,Marriage,53289
Janice,48,F,Kellyfurt,Bachelors,Associate Professor,seem,Christian,22-33,M,5,8,3,4,4,No,No,Non-Vegetarian,3,12/02/1991,Aquarius,No,0,Intelligence;Humor,Smoking;Negativity,Long-term,140226
Daniel,55,M,Davidmouth,Masters,Public relations officer,much;total,Buddhist,21-43,F,7,6,2,7,2,No,No,Other,10,03/08/1983,Leo,No,0,Compatibility,Disloyalty;Smoking,Long-term,130793
Brenda,33,M,East Tyler,PhD,"Designer, industrial/product",worker;gas,Other,29-41,F,3,9,7,7,3,No,Yes,Other,3,14/02/1980,Aquarius,Yes,0,Humor,Smoking,Long-term,39823
James,22,M,Russellfurt,Masters,Call centre manager,through,Hindu,28-45,F,3,5,7,8,9,Yes,Yes,Other,3,19/02/1973,Pisces,Yes,5,Honesty,Smoking;Disloyalty,Long-term,71975
James,19,F,Lake Francisco,PhD,Medical secretary,drive;represent,Hindu,20-33,F,10,7,7,4,2,No,No,Other,6,14/03/1976,Pisces,Yes,4,Humor;Kindness;Intelligence,Disloyalty,Marriage,39540
Michael,32,F,Woodland,PhD,"Producer, radio",foot;board;source,Muslim,25-40,F,8,6,8,2,3,No,Yes,Vegetarian,3,10/01/1967,Capricorn,No,0,Humor;Humor;Kindness,Disloyalty,Marriage,46364
Billy,59,F,Patriciaville,PhD,Sales executive,student,Atheist,20-50,M,3,9,4,9,5,No,Yes,Vegan,7,23/05/1993,Gemini,Yes,1,Humor;Humor,Negativity;Negativity,Long-term,165683
Jamie,53,F,Rodriguezville,High School,Museum/gallery exhibitions officer,development;research;play,Hindu,28-44,M,5,5,3,7,9,No,Yes,Vegan,2,29/03/1996,Aries,No,0,Humor;Kindness;Intelligence,Smoking,Long-term,57663
Mark,20,F,West Chelseamouth,Masters,Operational investment banker,price;attorney;protect,Jewish,22-33,M,4,4,2,1,6,Yes,No,Non-Vegetarian,1,17/06/1997,Gemini,Yes,0,Intelligence,Disloyalty,Marriage,81991
Samuel,48,F,Mitchellmouth,Bachelors,Armed forces logistics/support/administrative officer,entire,Atheist,28-31,M,7,1,8,1,10,Yes,No,Vegetarian,7,12/03/2004,Pisces,Yes,4,Kindness;Support,Negativity;Smoking,Casual,134182
Jennifer,23,M,East Jeremy,High School,Tree surgeon,our;physical;before,Muslim,20-49,M,1,3,9,1,8,No,No,Other,3,29/03/1972,Aries,No,0,Intelligence;Kindness,Smoking;Negativity,Long-term,192049
Cory,35,M,Watsonstad,Masters,Data processing manager,table;assume,Christian,28-50,M,6,4,6,10,10,No,Yes,Other,1,02/09/1986,Virgo,Yes,0,Humor;Humor;Humor,Negativity;Smoking,Marriage,124704
Jamie,34,F,South Amanda,High School,Immunologist,offer;expect,Buddhist,28-36,F,1,4,6,7,8,Yes,No,Vegetarian,3,14/08/1975,Leo,Yes,3,Honesty,Disloyalty;Smoking,Marriage,79115
Donna,55,F,West Jessicabury,PhD,"Therapist, occupational",staff;everything,Muslim,20-35,F,9,5,9,5,6,No,No,Other,5,25/06/1967,Cancer,No,0,Compatibility;Humor,Disloyalty;Smoking,Marriage,121007
Laura,26,F,Sanchezville,Masters,Senior tax professional/tax inspector,only,Buddhist,20-38,M,1,5,7,10,7,Yes,Yes,Vegan,8,02/01/1997,Capricorn,Yes,1,Kindness;Compatibility,Disloyalty,Marriage,179143
Amanda,33,F,Loganchester,Bachelors,Materials engineer,tell;for;reveal,Jewish,30-48,M,9,10,2,7,9,Yes,Yes,Vegan,2,24/10/1973,Scorpio,No,0,Compatibility;Kindness,Smoking;Smoking,Marriage,41938
Nancy,37,F,Dawnstad,PhD,Senior tax professional/tax inspector,born,Buddhist,20-44,F,8,7,7,2,10,Yes,Yes,Non-Vegetarian,7,04/09/2001,Virgo,No,0,Intelligence;Humor;Support,Disloyalty,Marriage,196267
David,18,M,East Brittanyfort,Bachelors,Broadcast journalist,also;measure;stand,Muslim,27-48,F,8,4,7,3,7,Yes,Yes,Vegetarian,3,19/05/1977,Taurus,Yes,2,Support;Honesty,Negativity,Casual,121680
Katie,48,M,Andrewsland,Masters,Herbalist,side;his;television,Hindu,21-45,M,5,10,5,10,8,No,Yes,Other,5,31/12/1970,Capricorn,No,0,Compatibility;Honesty,Disloyalty,Long-term,34000
Phyllis,56,M,Michelleland,Masters,Academic librarian,trip,Atheist,27-40,F,3,1,2,5,7,Yes,No,Vegan,2,23/08/1996,Virgo,Yes,1,Kindness,Disloyalty,Casual,131042
Julie,20,F,Bennettberg,High School,Paramedic,very;message,Hindu,24-34,F,4,9,9,9,5,No,No,Vegetarian,6,10/02/2004,Aquarius,Yes,1,Humor;Intelligence;Support,Smoking;Disloyalty,Marriage,123610
Seth,55,M,Lake Brian,PhD,Health service manager,offer,Jewish,22-38,M,6,6,2,9,4,No,Yes,Other,4,03/03/1968,Pisces,No,0,Compatibility;Compatibility,Smoking,Long-term,133691
Christopher,38,M,Port Christopher,High School,Customer service manager,particularly;seven;concern,Atheist,23-47,M,10,6,3,6,7,No,Yes,Vegetarian,3,07/04/1991,Aries,No,0,Compatibility;Humor;Support,Smoking;Negativity,Long-term,68304
Matthew,20,F,Stonebury,Masters,Probation officer,when;would;worry,Christian,30-41,F,9,9,7,7,4,No,No,Vegetarian,7,26/12/1973,Capricorn,No,0,Kindness,Smoking;Negativity,Casual,99449
Eric,22,M,Lake Robert,Masters,Politician's assistant,want;section,Other,26-47,F,5,1,1,8,6,No,No,Other,1,16/11/2002,Scorpio,Yes,1,Kindness;Honesty,Disloyalty,Casual,112986
Amber,54,M,Steeleside,Masters,Landscape architect,beat;machine,Muslim,20-39,M,4,9,4,3,10,Yes,No,Vegetarian,6,30/04/1978,Taurus,Yes,0,Intelligence;Humor,Disloyalty;Negativity,Marriage,181836
Sandra,20,F,Palmermouth,Bachelors,Medical sales representative,attention;push,Hindu,23-40,F,10,2,1,9,3,Yes,Yes,Other,1,13/02/2005,Aquarius,Yes,2,Support,Smoking,Long-term,138940
Lee,40,F,East Malikland,Masters,Network engineer,when;owner,Muslim,25-43,F,5,5,8,5,2,No,Yes,Vegetarian,3,18/08/1989,Leo,Yes,2,Compatibility;Compatibility;Compatibility,Disloyalty;Smoking,Marriage,68494
Benjamin,36,F,West Sabrinaton,Masters,Trading standards officer,pressure;ever;a,Other,24-48,M,7,10,4,4,2,No,Yes,Vegan,4,09/03/1982,Pisces,No,0,Honesty;Intelligence,Negativity;Smoking,Marriage,33373
Hannah,30,M,Garciamouth,Bachelors,"Scientist, biomedical",your;painting,Muslim,25-49,M,7,7,4,1,3,No,Yes,Non-Vegetarian,6,23/08/1966,Virgo,Yes,5,Humor,Smoking;Negativity,Casual,173233
Tonya,26,F,Lake Cheryl,High School,Industrial/product designer,goal,Other,22-36,F,6,5,4,1,2,No,Yes,Vegan,5,28/07/1990,Leo,Yes,4,Humor;Intelligence;Support,Negativity;Negativity,Long-term,127532
Erin,22,F,South Jackieshire,Masters,Copy,serious,Jewish,29-32,M,5,9,6,8,6,Yes,Yes,Vegan,3,20/09/1960,Virgo,No,0,Compatibility,Smoking,Long-term,122658
Mark,59,M,Lake Katie,Bachelors,"Designer, blown glass/stained glass",marriage;player,Jewish,24-46,F,9,2,8,8,5,Yes,Yes,Vegetarian,2,30/08/2004,Virgo,No,0,Intelligence,Disloyalty;Negativity,Long-term,153633
Breanna,46,M,Port Dylanchester,High School,"Education officer, environmental",money;newspaper;professor,Hindu,30-50,F,9,10,5,8,2,No,Yes,Non-Vegetarian,8,30/11/1990,Sagittarius,Yes,0,Humor,Smoking,Casual,130386
Richard,54,M,Christinehaven,Bachelors,"Engineer, land",they;what,Hindu,26-50,M,7,9,9,6,10,No,No,Other,2,07/01/1992,Capricorn,Yes,4,Compatibility;Kindness,Negativity;Disloyalty,Marriage,57350
Maria,39,M,Jasonfurt,PhD,"Engineer, broadcasting (operations)",step;certainly;information,Muslim,30-35,F,7,4,5,6,10,No,Yes,Vegetarian,10,06/10/1978,Libra,No,0,Compatibility,Disloyalty,Casual,123008
Samuel,48,M,Jocelynbury,Bachelors,Building surveyor,lawyer;study;public,Other,24-47,F,10,2,10,8,8,Yes,No,Non-Vegetarian,10,22/05/2000,Gemini,No,0,Support;Kindness,Smoking;Negativity,Marriage,124297
Jeremy,32,M,East Tina,Bachelors,Learning disability nurse,everything,Atheist,21-44,M,1,6,6,2,8,Yes,Yes,Other,2,01/09/1988,Virgo,Yes,1,Kindness;Humor;Kindness,Negativity;Smoking,Casual,55351
Ashley,25,F,New Jessica,High School,"Accountant, chartered certified",total,Jewish,23-46,M,1,5,9,3,4,Yes,Yes,Non-Vegetarian,7,08/09/1999,Virgo,No,0,Support;Humor,Smoking;Smoking,Casual,118668
Michael,28,F,South Richardport,Masters,Armed forces training and education officer,ball,Hindu,25-37,F,7,8,3,4,8,Yes,No,Vegan,5,26/01/1970,Aquarius,No,0,Support,Smoking,Marriage,144585
Michele,23,M,Port Brittany,Masters,Forest/woodland manager,administration;box;put,Buddhist,30-33,F,4,3,4,9,8,No,No,Non-Vegetarian,8,30/11/1979,Sagittarius,Yes,0,Support;Honesty;Honesty,Negativity;Smoking,Marriage,176377
Randy,45,M,Port Danielle,Masters,Sport and exercise psychologist,heavy;hair;space,Atheist,30-50,F,9,6,7,2,8,Yes,No,Other,6,26/03/2003,Aries,Yes,2,Compatibility;Support,Smoking,Marriage,105353
Jade,19,F,Elizabethborough,High School,Field trials officer,quickly,Christian,22-39,M,2,10,1,10,6,Yes,Yes,Vegan,9,07/05/1978,Taurus,Yes,1,Humor;Compatibility;Honesty,Disloyalty,Casual,95953
Danielle,52,F,New David,Bachelors,"Doctor, hospital",store,Jewish,23-39,M,9,2,3,7,5,Yes,No,Vegan,7,08/11/1976,Scorpio,Yes,0,Compatibility,Disloyalty;Disloyalty,Casual,87458
Dawn,37,M,Duffyview,PhD,"Designer, industrial/product",cultural;grow,Hindu,29-34,M,9,3,5,5,5,Yes,No,Other,6,26/08/1991,Virgo,No,0,Intelligence,Negativity;Negativity,Marriage,50358
Michael,25,M,New Jermaine,High School,Dietitian,majority;attack;public,Christian,24-37,F,3,5,8,4,3,Yes,Yes,Vegan,1,10/02/1980,Aquarius,No,0,Kindness,Smoking,Marriage,33267
